Niveau,Wort,Klarwort,Übersetzung,Detail,Example1,Example2,Example3,Example4,Example5,
A2,die Hitze,Hitze,"heat, hot weather, swelter","heat, hot weather, swelter🔢 Noun FormsSingular (Einzahl): die HitzePlural (Mehrzahl): —",Heute ist große Hitze.Today there is great heat.,"Wegen der Hitze trinken wir viel Wasser.Because of the heat, we drink a lot of water.",Die Hitze macht mich müde.The heat makes me tired.,In der Hitze bleiben wir im Schatten.In the heat we stay in the shade.,,German Noun (A2)
A2,der Hinweis,Hinweis,"hint, note, tip, clue, indication","hint, note, tip, clue, indication🔢 Noun FormsSingular (Einzahl): der HinweisPlural (Mehrzahl): Hinweise",Hast du einen Hinweis für mich?Do you have a hint for me?2. Ein Hinweis auf der Website erklärt die Regeln.A note on the website explains the rules.,Die Polizei sucht nach einem Hinweis.The police are looking for a clue.,Wichtiger Hinweis: Bitte tragen Sie eine Maske.Important note: please wear a mask.,,,German Noun (A2)
A1,der Himmel,Himmel,"sky, heavens, heaven‌ (relig.)","sky, heavens, heaven (relig.)🔢 Noun FormsSingular (Einzahl): der HimmelPlural (Mehrzahl): die Himmel",Der Himmel ist blau.The sky is blue.,Wolken stehen am Himmel.Clouds are in the sky.,Er glaubt an den Himmel.He believes in heaven.,Die Sterne leuchten am Himmel.The stars shine in the sky.,,German Noun (A1)
A1,die Hilfe,Hilfe,"help, assistance, aid","help, assistance, aid🔢 Noun FormsSingular (Einzahl): die HilfePlural (Mehrzahl): Hilfen",Ich brauche Hilfe.I need help.,Danke für deine Hilfe.Thank you for your help.,Ohne Hilfe schaffe ich es nicht.I can't manage without help.,Hilfe!Help!,,German Noun (A1)
A2,das Herz,Herz,"heart, core, center","heart, core, center🔢 Noun FormsSingular (Einzahl): das HerzPlural (Mehrzahl): Herzen",Mein Herz schlägt schnell.My heart is beating fast.,Sie hat ein gutes Herz.She has a good heart.,Wir wohnen im Herz der Stadt.We live in the heart of the city.,Ich trage dich im Herzen.I carry you in my heart.,,German Noun (A2)
B1,der Hersteller,Hersteller,"manufacturer, producer, maker, vendor‌ (as manufacturer)","manufacturer, producer, maker, vendor (as manufacturer)🔢 Noun FormsSingular (Einzahl): der HerstellerPlural (Mehrzahl): die Hersteller",Der Hersteller gibt zwei Jahre Garantie.The manufacturer gives a two-year warranty.,Bitte kontaktieren Sie den Hersteller bei Fragen.Please contact the manufacturer if you have questions.,Viele Hersteller setzen auf Recycling.Many manufacturers rely on recycling.,Der Hersteller ist in Deutschland bekannt.The manufacturer is well known in Germany.,,German Noun (B1)
A1,der Herr,Herr,"Mr., sir, gentleman, Lord‌ (relig.)","Mr., sir, gentleman, Lord (relig.)🔢 Noun FormsSingular (Einzahl): der HerrPlural (Mehrzahl): Herren","Guten Tag, Herr Müller.Good day, Mr. Müller.","Entschuldigung, Herr Lehrer.Excuse me, sir (teacher).",Ich sehe den Herrn dort.I see the gentleman there.,Der Herr ist mein Hirte.The Lord is my shepherd.,,German Noun (A1)
B1,die Herkunft,Herkunft,"origin, provenance, background","origin, provenance, background🔢 Noun FormsSingular (Einzahl): die HerkunftPlural (Mehrzahl): Herkünfte",Ich frage nach deiner Herkunft.I am asking about your origin.,Die Herkunft der Ware ist Deutschland.The origin of the goods is Germany.,Wir sprechen offen über unsere Herkunft.We speak openly about our background.,Die genaue Herkunft des Geräuschs ist unklar.The exact origin of the noise is unclear.,,German Noun (B1)
A1,der Herd,Herd,"stove, cooker, hearth","stove, cooker, hearth🔢 Noun FormsSingular (Einzahl): der HerdPlural (Mehrzahl): Herde",Der Herd ist neu.The stove is new.,Ich koche Suppe auf dem Herd.I cook soup on the stove.,Bitte mach den Herd aus.Please turn off the stove.,Der Topf steht auf dem Herd.The pot is on the stove.,,German Noun (A1)
A1,der Herbst,Herbst,"autumn, fall","autumn, fall🔢 Noun FormsSingular (Einzahl): der HerbstPlural (Mehrzahl): die Herbste",Der Herbst ist bunt.Autumn is colorful.,Im Herbst fallen die Blätter.In autumn the leaves fall.,Der Herbst beginnt im September.Autumn begins in September.,Ich mag den Herbst.I like autumn.,,German Noun (A1)
B2,die Herausforderung,Herausforderung,"challenge, difficult task, test","challenge, difficult task, test🔢 Noun FormsSingular (Einzahl): die HerausforderungPlural (Mehrzahl): Herausforderungen",Diese Aufgabe ist eine große Herausforderung.This task is a big challenge.,Für mich war der Umzug eine Herausforderung.Moving was a challenge for me.,Wir nehmen die Herausforderung an.We accept the challenge.,Das Projekt stellt eine echte Herausforderung dar.The project presents a real challenge.,,German Noun (B2)
A1,das Hemd,Hemd,"shirt, dress shirt","shirt, dress shirt🔢 Noun FormsSingular (Einzahl): das HemdPlural (Mehrzahl): Hemden",Das Hemd ist weiß.The shirt is white.,Ich kaufe ein Hemd.I am buying a shirt.,Er bügelt sein Hemd.He irons his shirt.,Wie viel kostet das Hemd?How much does the shirt cost?,,German Noun (A1)
B1,der Held,Held,"hero, protagonist, heroic figure","hero, protagonist, heroic figure🔢 Noun FormsSingular (Einzahl): der HeldPlural (Mehrzahl): Helden",Der Held rettet das Dorf.The hero saves the village.,Wer ist der Held der Geschichte?Who is the hero of the story?3. Viele Kinder haben einen Held aus Filmen.Many children have a hero from movies.,"Er ist kein Held, er ist nur mutig.He is not a hero, he is just brave.",,,German Noun (B1)
A2,die Heizung,Heizung,"heating, heater, heating system, radiator‌ (colloq.)","heating, heater, heating system, radiator (colloq.)🔢 Noun FormsSingular (Einzahl): die HeizungPlural (Mehrzahl): die Heizungen",Die Heizung ist aus.The heating is off.,Mach bitte die Heizung an.Please turn on the heating.,Unsere Heizung wird morgen repariert.Our heating will be repaired tomorrow.,"Der Raum ist kalt, obwohl die Heizung läuft.The room is cold even though the heating is running.",,German Noun (A2)
B1,das Heimweh,Heimweh,"homesickness, longing for home, nostalgia for home","homesickness, longing for home, nostalgia for home🔢 Noun FormsSingular (Einzahl): das HeimwehPlural (Mehrzahl): —",Ich habe Heimweh.I have homesickness.,Nach zwei Wochen bekam sie Heimweh.After two weeks she got homesick.,Er fühlt starkes Heimweh im Ausland.He feels strong homesickness abroad.,,,German Noun (B1)
A2,die Heimat,Heimat,"home‌ (land), native place, home region","home (land), native place, home region🔢 Noun FormsSingular (Einzahl): die HeimatPlural (Mehrzahl): Heimaten",Meine Heimat ist ein kleines Dorf.My homeland is a small village.,Er vermisst seine Heimat.He misses his homeland.,Berlin wurde ihre neue Heimat.Berlin became her new home.,"In der Heimat kennt man alle.In your home region, you know everyone.",,German Noun (A2)
B1,das Heim,Heim,"home‌ (institution), residential home, nursing home, shelter, home‌ (poetic/literary)","home (institution), residential home, nursing home, shelter, home (poetic/literary)🔢 Noun FormsSingular (Einzahl): das HeimPlural (Mehrzahl): Heime",Meine Oma lebt in einem Heim.My grandma lives in a residential home.,Das Heim bietet Pflege rund um die Uhr.The home offers care around the clock.,"Nach der Reise freute er sich auf sein Heim.After the trip, he looked forward to his home.",Im Heim gibt es klare Regeln.There are clear rules in the home.,,German Noun (B1)
A1,das Heft,Heft,"notebook, pamphlet, issue‌ (magazine)","notebook, pamphlet, issue (magazine)🔢 Noun FormsSingular (Einzahl): das HeftPlural (Mehrzahl): Hefte",Ich kaufe ein Heft für die Schule.I am buying a notebook for school.,Das neue Heft ist heute erschienen.The new issue was published today.,Bitte schreibe es in dein Heft.Please write it in your notebook.,Das Heft kostet einen Euro.The booklet/notebook costs one euro.,,German Noun (A1)
A1,die Hausnummer,Hausnummer,"house number, street number","house number, street number🔢 Noun FormsSingular (Einzahl): die HausnummerPlural (Mehrzahl): Hausnummern",Wie ist deine Hausnummer?What is your house number?2. Die Hausnummer steht am Briefkasten.The house number is on the mailbox.,Meine Hausnummer ist 15.My house number is 15.,Bitte schreiben Sie die Hausnummer in das Feld.Please write the house number in the field.,,,German Noun (A1)
A2,der Hausmeister,Hausmeister,"janitor, caretaker, building superintendent, house custodian","janitor, caretaker, building superintendent, house custodian🔢 Noun FormsSingular (Einzahl): der HausmeisterPlural (Mehrzahl): die Hausmeister",Der Hausmeister öffnet morgens die Schule.The janitor opens the school in the morning.,Bitte fragen Sie den Hausmeister wegen der Heizung.Please ask the caretaker about the heating.,Der Hausmeister repariert die Lampe im Flur.The building superintendent is fixing the lamp in the hallway.,Ich gebe den Schlüssel beim Hausmeister ab.I drop off the key with the janitor.,,German Noun (A2)
B1,der Hausmann,Hausmann,"househusband, homemaker‌ (male), man who runs the household","househusband, homemaker (male), man who runs the household🔢 Noun FormsSingular (Einzahl): der HausmannPlural (Mehrzahl): Hausmänner",Er ist Hausmann und kümmert sich um die Kinder.He is a househusband and takes care of the children.,"Viele finden es normal, dass ein Hausmann kocht und putzt.Many find it normal that a househusband cooks and cleans.",Der Hausmann plant den Einkauf für die Woche.The househusband plans the shopping for the week.,,,German Noun (B1)
A2,Haushalt,Haushalt,"Haushalt (Verb): to manage a household, to be thrifty‌ (with household money)  der Haushalt (Noun): household, household budget, budget‌ (public/organizational), housekeeping, managing a household","Haushalt (Verb): to manage a household, to be thrifty (with household money)  der Haushalt (Noun): household, household budget, budget (public/organizational), housekeeping, managing a household🔢 Noun FormsSingular (Einzahl): der HaushaltPlural (Mehrzahl): Haushalte",Unser Haushalt hat vier Personen.Our household has four people.,Der Haushalt der Stadt ist dieses Jahr kleiner.The city's budget is smaller this year.,Wir müssen mit dem Haushalt gut planen.We need to plan the household budget well.,Sie haushalten mit wenig Geld.They manage the household with little money.,Das Haushalten fällt ihm leicht.Housekeeping is easy for him.,German Word (A2)
A1,die Hausfrau,Hausfrau,"housewife, homemaker","housewife, homemaker🔢 Noun FormsSingular (Einzahl): die HausfrauPlural (Mehrzahl): Hausfrauen",Meine Mutter ist Hausfrau.My mother is a housewife.,Die Hausfrau kocht heute Suppe.The housewife is cooking soup today.,Viele Hausfrauen arbeiten auch Teilzeit.Many housewives also work part-time.,,,German Noun (A1)
A1,die Hausaufgabe,Hausaufgabe,"homework‌ (task), home assignment","homework (task), home assignment🔢 Noun FormsSingular (Einzahl): die HausaufgabePlural (Mehrzahl): Hausaufgaben",Ich mache heute meine Hausaufgabe.I am doing my homework today.,Hast du die Hausaufgabe dabei?Do you have the homework with you?3. Wir bekommen jeden Tag eine Hausaufgabe.We get a homework task every day.,Die Lehrerin erklärt die Hausaufgabe.The teacher explains the homework.,,,German Noun (A1)
A1,das Haus,Haus,"house, building, household‌ (institution)","house, building, household (institution)🔢 Noun FormsSingular (Einzahl): das HausPlural (Mehrzahl): Häuser",Das Haus ist groß.The house is big.,Wir bauen ein Haus.We are building a house.,Viele Häuser stehen in dieser Straße.Many houses stand on this street.,Das Haus öffnet um neun Uhr.The house (institution) opens at nine.,,German Noun (A1)
A1,die Hauptstadt,Hauptstadt,"capital‌ (city), principal city of a country","capital (city), principal city of a country🔢 Noun FormsSingular (Einzahl): die HauptstadtPlural (Mehrzahl): Hauptstädte",Berlin ist die Hauptstadt von Deutschland.Berlin is the capital of Germany.,Was ist die Hauptstadt von Spanien?What is the capital of Spain?3. Die Hauptstadt ist sehr groß.The capital is very large.,Viele Touristen besuchen die Hauptstadt im Sommer.Many tourists visit the capital in summer.,,,German Noun (A1)
A1,der Hauptbahnhof,Hauptbahnhof,"central station, main railway station","central station, main railway station🔢 Noun FormsSingular (Einzahl): der HauptbahnhofPlural (Mehrzahl): Hauptbahnhöfe",Wir treffen uns am Hauptbahnhof.We meet at the central station.,Der Hauptbahnhof ist im Zentrum.The central station is in the center.,Der Zug fährt zum Hauptbahnhof.The train goes to the central station.,Am Hauptbahnhof gibt es viele Geschäfte.There are many shops at the central station.,,German Noun (A1)
B2,das Haupt,Haupt,head‌ (archaic/poetic),head (archaic/poetic)🔢 Noun FormsSingular (Einzahl): das HauptPlural (Mehrzahl): die Häupter,Er neigte das Haupt.He bowed his head.,Sie erhob ihr Haupt stolz.She raised her head proudly.,Die Krone lag auf dem Haupt des Königs.The crown rested on the king’s head.,,,German Noun (B2)
A1,das Handy,Handy,"mobile phone, cell phone, cellphone, mobile","mobile phone, cell phone, cellphone, mobile🔢 Noun FormsSingular (Einzahl): das HandyPlural (Mehrzahl): Handys",Ich habe ein Handy.I have a mobile phone.,Wo ist dein Handy?Where is your phone?3. Mein Handy ist neu.My phone is new.,Das Handy ist aus.The phone is off.,,,German Noun (A1)
A2,der Handwerker,Handwerker,"craftsman, tradesperson, handyman","craftsman, tradesperson, handyman🔢 Noun FormsSingular (Einzahl): der HandwerkerPlural (Mehrzahl): die Handwerker",Der Handwerker kommt morgen.The craftsman is coming tomorrow.,Ich rufe einen Handwerker an.I am calling a tradesperson.,Die Handwerker reparieren die Küche.The handymen are repairing the kitchen.,Ein guter Handwerker arbeitet sorgfältig.A good craftsman works carefully.,,German Noun (A2)
A1,das Handtuch,Handtuch,"towel‌ (hand/body), bath towel","towel (hand/body), bath towel🔢 Noun FormsSingular (Einzahl): das HandtuchPlural (Mehrzahl): Handtücher",Ich brauche ein Handtuch.I need a towel.,Das Handtuch ist nass.The towel is wet.,Bitte bring zwei Handtücher mit.Please bring two towels.,Wo ist mein Handtuch?Where is my towel?,,German Noun (A1)
B1,die Handlung,Handlung,"action, act, deed, plot‌ (of a book/film)","action, act, deed, plot (of a book/film)🔢 Noun FormsSingular (Einzahl): die HandlungPlural (Mehrzahl): Handlungen",Seine Handlung war mutig.His action was brave.,Die Handlung des Films ist spannend.The plot of the movie is exciting.,Für diese Handlung trägt er die Verantwortung.He is responsible for this act.,Die Handlung spielt in Berlin.The plot takes place in Berlin.,,German Noun (B1)
